ride_id,vehicle_type,distance_km,duration_min,avg_speed_kmph,max_speed_kmph,battery_start_percent,battery_end_percent,sudden_stop_count,terrain_elevation_gain_m,temperature_c,rider_age_group,gps_signal_quality,incident_type
9812,E-Bike,7.31,80.0,5.0,11.59,34.7,6.4,0,90.6,20.9,26-35,0.771,Battery_Critical
9813,E-Scooter,4.12,15.04,20.15,27.53,77.1,64.8,2,11.2,34.7,18-25,0.719,Hard_Braking
9814,E-Bike,5.1,18.63,16.83,17.08,42.2,26.3,2,26.4,22.0,46-60,0.842,Hard_Braking
9815,E-Scooter,4.17,12.45,24.88,27.35,91.1,91.1,0,5.6,24.4,60+,0.742,Normal
9816,E-Scooter,6.35,20.4,19.83,23.54,59.9,48.4,2,16.2,28.8,18-25,0.598,Hard_Braking
9817,E-Bike,1.69,3.99,15.46,22.01,49.2,43.0,0,29.0,12.5,18-25,0.905,Normal
9818,E-Scooter,7.71,24.53,22.86,29.32,87.9,68.4,1,23.9,22.2,26-35,0.745,Hard_Braking
9819,E-Scooter,0.85,5.13,22.68,24.32,23.3,20.2,4,31.8,38.3,18-25,0.863,Hard_Braking
9820,E-Scooter,0.71,2.0,15.65,25.7,48.8,50.9,0,9.0,10.7,60+,0.703,Normal
9821,E-Bike,8.57,40.32,11.86,17.2,40.9,17.0,0,55.8,20.5,46-60,0.249,Improper_Parking
9822,E-Bike,0.82,6.27,14.92,19.27,49.1,48.4,1,33.8,20.6,46-60,0.812,Normal
9823,E-Scooter,8.2,32.26,15.98,18.06,77.1,52.5,1,20.6,26.1,18-25,0.655,Normal
9824,E-Scooter,3.86,17.37,13.38,17.93,67.7,55.0,1,14.7,29.8,26-35,0.622,Normal
9825,E-Scooter,0.3,3.72,16.86,17.12,93.7,98.7,2,31.2,24.9,26-35,0.697,Normal
9826,E-Bike,4.65,21.14,15.13,28.36,78.2,59.3,2,27.4,13.4,26-35,0.288,Improper_Parking
9827,E-Scooter,3.56,12.29,16.48,16.48,69.2,56.5,0,12.6,14.6,36-45,0.888,Normal
9828,E-Bike,1.24,14.64,9.64,19.87,62.0,63.6,3,5.5,6.7,18-25,0.906,Hard_Braking
9829,E-Bike,1.77,15.14,10.34,17.42,61.5,56.6,2,43.2,35.1,46-60,0.725,Battery_Critical
9830,E-Bike,3.13,17.1,10.71,14.46,49.4,43.7,5,0.9,12.3,36-45,0.847,Hard_Braking
9831,E-Scooter,2.6,12.33,27.76,32.28,48.2,40.6,1,27.8,30.3,26-35,0.395,Improper_Parking
9832,E-Scooter,2.34,2.55,17.71,18.44,71.8,62.8,2,45.0,17.4,18-25,0.534,Mechanical_Fault
9833,E-Scooter,3.21,9.96,23.24,25.11,92.9,78.9,0,22.4,18.0,46-60,0.75,Normal
9834,E-Scooter,3.12,12.51,13.45,16.69,83.1,68.1,1,14.5,25.9,18-25,0.779,Normal
9835,E-Bike,1.08,6.14,18.24,19.77,27.9,29.4,0,9.3,42.0,26-35,0.866,Normal
9836,E-Scooter,9.31,37.59,15.71,17.84,28.8,6.6,3,21.1,15.5,46-60,0.708,Battery_Critical
9837,E-Bike,4.79,29.92,9.83,10.68,86.2,74.6,0,7.2,30.7,,0.934,Improper_Parking
9838,E-Scooter,1.68,5.99,15.8,18.79,56.3,60.4,2,19.7,32.7,46-60,0.861,Hard_Braking
9839,E-Scooter,0.74,9.73,15.48,20.06,74.9,76.1,0,3.9,20.2,18-25,0.531,Normal
9840,E-Scooter,2.15,2.0,20.62,21.92,57.1,50.3,2,5.0,22.7,26-35,0.639,Normal
9841,E-Bike,6.93,33.74,13.44,14.73,54.8,34.7,1,49.2,42.0,18-25,0.755,Normal
9842,E-Scooter,2.81,4.44,17.11,21.82,62.3,63.2,0,33.6,20.3,18-25,0.681,Normal
9843,E-Scooter,6.53,45.73,8.65,12.9,52.6,30.0,1,61.6,20.2,60+,0.423,Mechanical_Fault
9844,E-Bike,1.35,4.1,18.07,26.33,37.4,36.5,1,40.8,35.9,18-25,0.371,Improper_Parking
9845,E-Bike,2.49,10.74,11.78,22.54,43.0,31.5,1,39.9,34.4,46-60,0.559,Normal
9846,E-Bike,6.49,35.54,10.4,14.87,76.0,55.6,1,8.2,15.4,18-25,0.887,Normal
9847,E-Scooter,4.4,14.81,19.76,26.58,43.9,31.3,4,10.0,13.7,36-45,0.483,Hard_Braking
9848,E-Scooter,1.11,4.87,22.69,28.43,27.0,21.4,5,6.5,27.8,36-45,0.967,Hard_Braking
9849,E-Bike,1.96,4.11,15.81,21.28,77.8,69.1,3,1.4,15.2,18-25,0.468,Hard_Braking
9850,E-Scooter,4.74,16.08,18.45,28.05,67.2,55.7,0,7.1,30.7,36-45,0.903,Normal
9851,E-Scooter,5.22,10.5,22.49,27.72,97.9,80.1,1,22.6,26.6,26-35,0.709,Normal
9852,E-Scooter,2.15,11.19,14.28,18.76,89.1,85.2,1,0.2,32.8,26-35,0.806,Normal
9853,E-Scooter,5.23,6.36,20.2,22.88,54.8,40.4,2,0.2,39.6,36-45,0.875,Normal
9854,E-Bike,3.01,18.89,12.85,21.86,71.5,58.0,0,22.7,21.1,18-25,0.847,Normal
9855,E-Bike,2.15,11.78,6.93,9.26,83.4,80.9,1,38.6,24.6,60+,0.367,Improper_Parking
9856,E-Scooter,3.16,13.08,21.26,26.47,98.8,89.5,0,46.4,23.3,26-35,0.601,Normal
9857,E-Scooter,0.78,4.54,21.63,28.28,24.1,27.2,0,9.9,23.2,26-35,0.836,Normal
9858,E-Scooter,0.86,4.75,18.09,22.0,87.6,87.1,1,6.4,26.4,18-25,0.762,Normal
9859,E-Scooter,5.96,19.8,20.92,26.41,46.5,30.3,4,20.0,20.9,60+,0.789,Hard_Braking
9860,E-Bike,2.69,15.2,9.38,14.28,79.6,67.8,1,12.4,31.1,36-45,0.923,Normal
9861,E-Bike,2.9,11.64,12.43,15.84,47.9,41.6,4,7.9,29.7,36-45,0.598,Hard_Braking
9862,E-Bike,8.77,29.9,15.66,25.12,88.5,68.3,1,26.9,17.9,46-60,0.696,Normal
9863,E-Scooter,3.07,12.92,18.0,21.82,67.3,54.0,0,5.3,19.5,46-60,0.78,Normal
9864,E-Bike,1.48,2.0,13.9,16.99,55.9,46.7,1,32.0,21.9,36-45,0.79,Normal
9865,E-Bike,3.36,9.75,16.88,22.14,48.7,38.8,3,11.6,35.0,18-25,0.76,Battery_Critical
9866,E-Scooter,2.06,2.0,23.48,27.67,46.6,47.9,1,0.7,28.9,18-25,0.473,Normal
9867,E-Bike,3.82,17.96,12.39,20.42,86.8,78.3,0,5.2,29.1,46-60,0.731,Normal
9868,E-Scooter,2.09,11.67,15.24,16.24,37.4,34.4,2,51.3,23.3,36-45,0.911,Hard_Braking
9869,E-Scooter,3.28,8.23,23.89,28.97,35.9,27.7,3,6.4,28.1,18-25,0.789,Hard_Braking
9870,E-Bike,1.13,9.61,11.61,12.71,91.9,87.0,2,15.6,34.8,18-25,0.725,Battery_Critical
9871,E-Scooter,2.38,3.81,26.39,30.6,47.1,38.1,0,44.6,17.1,18-25,0.806,Normal
9872,E-Scooter,0.83,2.0,15.84,20.58,85.4,81.4,0,7.9,21.1,26-35,0.741,Normal
9873,E-Bike,4.66,23.13,13.71,17.88,33.6,14.6,1,36.2,13.4,36-45,0.9,Normal
9874,E-Bike,6.15,22.14,14.96,24.07,34.9,14.9,2,71.7,29.1,36-45,0.854,Mechanical_Fault
9875,E-Scooter,8.1,27.35,15.0,18.65,28.8,0.0,0,7.5,23.2,18-25,0.288,Battery_Critical
9876,E-Bike,8.76,41.32,13.35,16.63,29.2,0.3,1,22.8,30.4,36-45,0.812,Battery_Critical
9877,E-Scooter,1.82,9.78,14.19,21.42,64.6,56.8,1,1.6,32.9,18-25,0.862,Normal
9878,E-Scooter,2.57,10.34,13.38,18.75,48.6,37.8,0,18.1,21.7,26-35,0.772,Normal
9879,E-Scooter,0.69,2.0,20.76,30.62,23.4,16.4,0,18.3,28.2,18-25,0.611,Normal
9880,E-Bike,0.49,2.0,11.26,12.72,51.9,51.9,4,27.5,25.0,26-35,0.797,Hard_Braking
9881,E-Bike,3.51,16.6,13.13,13.25,61.7,45.0,3,11.9,28.9,46-60,0.804,Hard_Braking
9882,E-Bike,2.04,21.97,6.91,11.69,67.8,60.8,3,1.7,14.6,26-35,0.733,Hard_Braking
9883,E-Scooter,0.3,2.0,19.63,31.52,98.0,91.5,0,69.3,5.1,46-60,0.417,Improper_Parking
9884,E-Bike,0.59,4.39,6.41,11.93,29.0,30.6,0,3.6,29.4,18-25,0.725,Normal
9885,E-Scooter,1.83,2.0,20.6,20.82,53.2,43.2,0,2.5,30.8,26-35,0.47,Normal
9886,E-Bike,2.84,16.47,14.47,17.21,56.1,49.6,2,18.3,21.4,26-35,0.689,Improper_Parking
9887,E-Bike,3.52,14.53,18.23,24.7,52.3,42.2,0,20.7,9.8,26-35,0.697,Normal
9888,E-Scooter,3.22,8.57,19.82,27.23,87.5,80.8,0,61.3,34.1,18-25,0.926,Normal
9889,E-Bike,8.0,31.51,16.73,22.54,59.2,32.3,2,6.1,18.8,18-25,0.878,Improper_Parking
9890,E-Bike,3.89,20.07,12.12,21.02,43.2,23.5,1,13.7,27.7,26-35,0.649,Normal
9891,E-Scooter,5.46,21.93,21.8,22.95,85.0,65.1,4,43.1,28.4,18-25,0.821,Mechanical_Fault
9892,E-Bike,2.05,8.4,13.3,19.49,76.6,73.0,1,9.5,21.6,36-45,0.641,Normal
9893,E-Bike,2.06,8.75,11.97,17.18,52.2,44.1,1,37.0,24.7,46-60,0.853,Normal
9894,E-Bike,5.13,28.57,10.68,10.79,48.5,35.3,2,18.4,23.6,18-25,0.709,Normal
9895,E-Scooter,5.31,11.06,21.66,24.1,71.9,53.6,1,15.8,17.0,36-45,0.845,Mechanical_Fault
9896,E-Scooter,2.08,9.55,17.3,26.07,80.8,74.3,1,12.7,27.4,36-45,0.556,Normal
9897,E-Scooter,7.47,27.32,18.86,23.51,61.1,38.6,1,33.1,27.8,60+,0.727,Normal
9898,E-Scooter,1.64,2.48,20.53,28.02,64.9,62.5,2,13.2,33.6,46-60,0.914,Hard_Braking
9899,E-Bike,2.58,7.98,20.74,27.81,53.4,45.0,2,31.7,24.6,26-35,0.836,Improper_Parking
9900,E-Bike,1.74,11.29,12.54,21.15,39.9,32.1,0,15.5,33.4,26-35,0.642,Normal
9901,E-Scooter,0.76,9.06,12.44,14.61,60.0,59.9,0,3.7,14.1,18-25,0.938,Normal
9902,E-Scooter,2.57,4.04,29.59,38.16,98.6,92.6,1,1.5,19.5,46-60,0.936,Normal
9903,E-Bike,6.51,33.74,10.24,13.4,89.5,74.8,0,20.3,31.3,36-45,0.498,Normal
9904,E-Scooter,2.21,10.7,11.74,18.58,52.0,43.8,0,23.4,35.0,18-25,0.53,Normal
9905,E-Scooter,5.03,11.14,18.56,21.54,89.3,71.0,1,41.4,21.1,26-35,0.858,Normal
9906,E-Scooter,1.2,16.21,8.36,9.61,84.8,81.0,0,45.2,14.4,18-25,0.809,Normal
9907,E-Bike,3.1,11.18,13.26,16.31,71.9,64.7,2,49.4,35.4,26-35,0.947,Hard_Braking
9908,E-Scooter,1.35,2.68,21.87,26.74,83.1,81.3,1,8.7,24.1,46-60,0.638,Normal
9909,E-Scooter,1.09,2.76,16.6,30.68,61.8,58.6,3,12.7,9.2,26-35,0.877,Battery_Critical
9910,E-Scooter,0.3,2.0,17.96,23.09,45.5,43.0,1,74.8,15.4,18-25,0.927,Mechanical_Fault
9911,E-Scooter,2.33,3.84,14.18,22.03,27.7,29.9,3,5.7,32.1,18-25,0.705,Hard_Braking
9912,E-Scooter,5.46,28.42,14.65,16.69,56.1,38.5,0,11.4,20.1,46-60,0.881,Normal
9913,E-Scooter,3.1,8.22,20.01,25.14,95.3,88.1,0,17.0,32.3,18-25,0.841,Normal
9914,E-Scooter,1.9,3.27,18.48,23.37,39.8,31.7,0,28.2,35.1,18-25,0.765,Normal
9915,E-Scooter,1.47,7.55,15.19,19.23,75.1,66.8,0,16.0,27.3,26-35,0.837,Normal
9916,E-Bike,4.11,27.78,9.73,15.16,84.6,73.1,1,22.2,15.5,26-35,0.901,Normal
9917,E-Bike,0.68,2.0,15.05,21.17,87.9,83.9,3,73.5,19.5,26-35,0.912,Normal
9918,E-Bike,5.31,19.2,18.24,21.47,87.4,70.2,0,6.4,21.3,18-25,0.344,Improper_Parking
9919,E-Bike,6.6,30.02,12.04,23.09,80.2,61.3,0,27.2,16.6,36-45,0.585,Normal
9920,E-Bike,1.95,14.36,12.27,14.69,96.4,94.0,2,8.3,35.4,18-25,0.449,Hard_Braking
9921,E-Scooter,1.65,9.92,11.91,18.91,33.9,33.1,2,4.9,17.9,46-60,0.743,Normal
9922,E-Scooter,1.3,5.44,13.63,16.5,82.9,72.8,2,21.2,20.3,36-45,0.953,Normal
9923,E-Bike,1.35,11.36,14.28,18.64,20.1,21.6,1,41.6,16.6,36-45,0.616,Normal
9924,E-Scooter,4.3,21.56,11.74,19.82,32.4,21.4,1,17.4,9.2,36-45,0.842,Normal
9925,E-Scooter,3.1,5.29,19.6,20.75,38.2,27.3,3,1.9,4.6,26-35,0.646,Hard_Braking
9926,E-Scooter,1.07,9.82,13.02,16.54,26.8,16.0,2,4.8,24.9,36-45,0.72,Battery_Critical
9927,E-Bike,1.3,2.08,15.65,24.7,71.4,67.3,2,23.5,42.0,18-25,0.956,Hard_Braking
9928,E-Scooter,1.95,6.21,17.6,18.83,60.1,55.0,0,3.5,23.2,60+,0.914,Battery_Critical
9929,E-Scooter,3.09,9.84,20.32,26.49,57.0,49.9,1,7.0,25.2,18-25,0.928,Normal
9930,E-Scooter,1.69,3.26,20.87,27.55,98.8,97.6,1,1.3,29.1,36-45,0.782,Normal
9931,E-Scooter,1.22,5.29,14.25,16.74,26.5,30.5,2,37.5,18.2,26-35,0.431,Battery_Critical
9932,E-Bike,0.9,2.0,11.8,17.22,76.1,71.9,1,57.3,21.2,36-45,0.522,Normal
9933,E-Scooter,7.74,23.11,22.51,26.43,50.8,33.5,1,3.4,37.5,46-60,0.894,Normal
9934,E-Bike,0.79,5.02,8.9,11.94,58.1,56.7,3,39.4,7.0,18-25,0.861,Hard_Braking
9935,E-Scooter,4.06,12.54,18.02,24.37,84.8,69.2,0,44.4,14.5,18-25,0.966,Normal
9936,E-Scooter,2.49,11.94,16.26,19.01,25.8,11.3,2,2.5,-0.5,26-35,0.71,Normal
9937,E-Scooter,2.91,15.17,13.25,15.74,95.4,86.9,2,27.4,26.1,18-25,0.601,Normal
9938,E-Bike,1.28,10.12,6.63,11.99,85.7,70.7,1,16.1,24.2,36-45,0.695,Normal
9939,E-Scooter,2.24,16.61,16.15,20.77,32.0,21.7,0,22.7,42.0,18-25,0.895,Battery_Critical
9940,E-Bike,5.23,21.09,13.6,19.06,56.3,41.2,1,25.8,38.5,26-35,0.851,Normal
9941,E-Bike,2.26,14.51,11.56,18.37,79.3,76.5,1,43.3,16.8,26-35,0.714,Normal
9942,E-Scooter,3.35,13.92,18.22,26.47,49.4,38.5,0,20.1,15.3,18-25,0.853,Normal
9943,E-Bike,8.21,54.45,9.0,13.51,47.6,23.0,1,69.9,26.9,36-45,0.747,Mechanical_Fault
9944,E-Bike,7.63,28.26,15.37,18.19,65.4,44.1,1,14.1,27.8,36-45,0.502,Normal
9945,E-Bike,2.56,9.34,15.16,16.87,80.0,70.2,0,1.3,29.3,36-45,0.598,Normal
9946,E-Scooter,1.75,7.32,17.55,22.83,72.5,69.1,4,4.3,26.3,18-25,0.863,Hard_Braking
9947,E-Scooter,7.7,22.93,19.34,24.36,96.6,72.4,1,15.3,17.5,,0.574,Improper_Parking
9948,E-Scooter,1.76,5.97,21.03,24.96,91.0,91.8,1,31.9,22.3,18-25,0.501,Normal
9949,E-Bike,7.1,63.59,6.63,15.04,32.3,11.5,1,17.3,35.6,46-60,0.719,Battery_Critical
9950,E-Scooter,2.68,13.17,14.19,21.67,65.4,55.9,0,6.0,14.4,18-25,0.863,Normal
9951,E-Scooter,2.67,8.77,26.71,30.56,58.3,52.7,1,4.2,28.4,46-60,0.586,Normal
9952,E-Scooter,2.19,4.72,22.42,30.73,83.3,86.2,0,1.8,32.1,18-25,0.851,Normal
9953,E-Scooter,3.49,11.15,16.94,20.7,77.8,68.5,1,25.6,34.1,18-25,0.673,Mechanical_Fault
9954,E-Scooter,1.73,5.34,10.58,11.47,37.4,26.1,1,29.4,24.4,18-25,0.803,Normal
9955,E-Scooter,4.32,10.38,25.79,30.7,93.9,78.9,2,37.3,15.6,18-25,0.84,Hard_Braking
9956,E-Bike,0.97,2.38,16.87,20.69,61.0,51.0,0,8.5,30.9,26-35,0.823,Normal
9957,E-Scooter,3.76,10.06,28.48,36.61,69.0,54.8,1,2.1,23.0,18-25,0.869,Hard_Braking
9958,E-Scooter,4.28,18.86,13.26,22.49,37.6,19.2,2,0.8,20.7,26-35,0.89,Normal
9959,E-Bike,1.29,2.0,13.38,15.71,84.5,77.9,0,11.6,27.8,26-35,0.87,Normal
9960,E-Bike,3.38,38.54,5.35,7.55,27.3,16.8,1,6.5,18.8,46-60,0.727,Normal
9961,E-Scooter,0.35,2.22,17.07,19.09,28.2,32.7,0,16.3,20.3,18-25,0.695,Normal
9962,E-Scooter,6.48,34.94,10.37,17.93,61.5,45.0,1,8.7,40.5,36-45,0.719,Normal
9963,E-Scooter,0.85,3.96,21.34,26.39,90.6,87.4,0,25.0,17.5,18-25,,Normal
9964,E-Bike,0.97,5.64,14.47,17.31,31.0,30.7,3,7.6,18.1,60+,0.731,Hard_Braking
9965,E-Scooter,3.31,13.57,19.69,21.64,70.4,58.6,1,30.7,25.6,18-25,0.859,Normal
9966,E-Scooter,1.21,5.9,14.45,19.97,92.7,86.0,0,8.1,28.9,36-45,0.752,Normal
9967,E-Scooter,1.79,4.05,22.5,25.98,21.2,10.1,1,80.3,33.8,26-35,0.463,Battery_Critical
9968,E-Scooter,1.45,5.34,18.7,20.1,53.1,49.7,1,1.2,26.9,18-25,0.619,Normal
9969,E-Scooter,3.55,14.64,15.97,17.69,82.6,66.6,4,21.8,20.5,26-35,0.654,Hard_Braking
9970,E-Scooter,4.06,11.89,23.4,25.17,43.3,28.0,2,0.9,11.1,36-45,0.811,Hard_Braking
9971,E-Scooter,2.61,9.39,15.62,19.45,44.5,34.5,1,40.5,29.2,36-45,0.786,Normal
9972,E-Bike,4.83,28.9,9.66,16.15,95.2,85.0,1,6.7,15.9,26-35,0.735,Normal
9973,E-Bike,2.37,6.75,16.09,26.66,33.7,31.0,2,66.2,21.8,18-25,0.768,Hard_Braking
9974,E-Scooter,5.64,34.73,10.75,18.62,49.3,30.8,1,50.5,16.0,18-25,0.734,Hard_Braking
9975,E-Bike,2.68,8.91,11.55,12.41,67.1,61.8,1,2.7,9.3,18-25,0.598,Normal
9976,E-Scooter,4.49,15.29,15.91,22.62,65.7,49.8,3,6.8,30.2,46-60,0.919,Mechanical_Fault
9977,E-Scooter,3.27,12.24,16.03,26.02,40.8,29.4,0,23.5,27.9,46-60,0.786,Normal
9978,E-Bike,2.69,10.19,11.97,12.59,90.4,79.9,2,5.6,22.4,18-25,0.832,Normal
9979,E-Scooter,3.85,12.13,17.78,26.4,79.2,66.9,1,12.6,21.8,26-35,0.679,Normal
9980,E-Scooter,1.28,6.52,19.9,28.31,71.3,71.7,0,4.4,26.3,36-45,0.756,Normal
9981,E-Scooter,2.15,5.3,24.96,29.28,23.8,14.8,2,18.4,16.5,26-35,0.872,Hard_Braking
9982,E-Bike,1.79,9.32,11.58,13.19,24.8,17.4,1,12.9,25.3,18-25,0.536,Battery_Critical
9983,E-Bike,3.83,18.29,13.33,13.36,87.9,77.2,2,23.8,31.4,36-45,0.628,Battery_Critical
9984,E-Bike,2.22,10.01,14.01,20.04,64.2,53.4,0,30.7,25.1,26-35,0.722,Improper_Parking
9985,E-Bike,4.68,20.45,11.65,16.43,70.8,58.1,1,33.0,26.7,18-25,0.92,Normal
9986,E-Bike,6.28,24.9,16.84,23.15,44.2,22.7,2,29.0,33.9,46-60,0.526,Normal
9987,E-Bike,5.57,27.09,10.7,15.66,85.4,71.9,1,68.0,20.1,26-35,0.686,Normal
9988,E-Scooter,1.83,8.82,14.03,22.66,23.6,20.6,2,42.1,28.3,18-25,0.473,Hard_Braking
9989,E-Scooter,1.68,2.0,20.97,24.11,26.4,19.7,2,6.5,30.0,26-35,0.872,Hard_Braking
9990,E-Scooter,0.45,3.13,15.98,24.18,93.5,87.9,1,20.5,10.4,26-35,0.926,Mechanical_Fault
9991,E-Bike,6.33,25.69,14.09,18.12,57.3,40.8,5,8.1,19.3,18-25,0.764,Hard_Braking
9992,E-Scooter,1.65,2.3,14.22,14.58,56.9,58.3,0,21.8,15.2,46-60,0.661,Normal
9993,E-Scooter,2.32,14.38,15.79,21.38,44.6,41.6,3,0.2,33.1,46-60,0.864,Hard_Braking
9994,E-Bike,11.89,65.5,10.86,11.5,31.9,0.0,3,12.8,23.0,18-25,0.622,Battery_Critical
9995,E-Bike,1.94,10.11,10.73,17.96,94.7,87.6,4,0.2,42.0,18-25,0.659,Hard_Braking
9996,E-Bike,1.44,7.74,14.03,20.26,54.7,56.6,1,4.8,20.1,18-25,0.428,Improper_Parking
9997,E-Scooter,1.09,2.21,12.15,17.45,36.8,24.7,0,9.6,30.3,36-45,0.87,Normal
9998,E-Scooter,3.58,12.4,20.52,22.6,79.7,78.1,0,44.3,3.9,18-25,0.802,Normal
9999,E-Scooter,1.82,15.23,16.5,19.99,87.0,80.5,1,39.2,18.6,18-25,0.795,Normal
10000,E-Scooter,3.38,11.13,16.28,21.26,49.4,34.8,0,24.3,25.0,46-60,0.871,Normal
10001,E-Bike,2.06,7.11,15.26,17.65,43.4,34.2,3,12.2,10.1,18-25,0.782,Hard_Braking
10002,E-Scooter,7.43,25.63,20.05,21.43,74.3,53.8,1,6.7,31.1,18-25,0.861,Normal
10003,E-Bike,2.47,9.82,14.4,22.49,89.0,79.1,2,24.6,31.0,18-25,0.816,Mechanical_Fault
10004,E-Scooter,2.76,5.78,19.0,28.07,73.6,70.4,1,0.7,21.1,18-25,0.836,Improper_Parking
10005,E-Scooter,3.41,10.12,19.04,20.91,85.9,72.7,0,2.2,18.4,26-35,0.679,Normal
10006,E-Scooter,1.85,12.95,10.34,17.1,91.3,85.6,0,25.4,24.8,18-25,0.741,Normal
10007,E-Bike,3.16,20.49,13.84,18.63,92.2,74.9,2,3.9,22.5,46-60,0.912,Normal
10008,E-Scooter,3.84,9.21,21.24,21.5,24.6,11.6,2,7.2,17.1,26-35,0.867,Normal
10009,E-Bike,0.69,10.53,10.62,15.48,99.1,95.9,1,1.1,9.1,18-25,0.852,Normal
10010,E-Bike,4.41,17.12,15.59,29.09,51.5,40.0,0,8.6,23.5,18-25,0.638,Normal
10011,E-Scooter,1.32,6.87,18.77,25.24,38.0,30.9,1,5.2,26.4,46-60,0.634,Battery_Critical
10012,E-Scooter,3.48,8.63,15.17,22.39,40.8,30.9,3,2.6,7.0,26-35,0.841,Hard_Braking
10013,E-Scooter,2.73,8.83,15.39,17.27,26.4,21.7,3,18.9,22.8,46-60,0.674,Hard_Braking
10014,E-Scooter,4.05,18.38,17.17,23.21,64.2,56.9,0,11.1,30.0,46-60,0.748,Normal
10015,E-Scooter,1.93,10.62,17.51,17.88,49.7,47.3,2,20.2,15.0,46-60,0.576,Hard_Braking
10016,E-Bike,1.48,4.38,10.15,14.85,87.4,78.8,3,0.8,26.7,46-60,0.877,Hard_Braking
10017,E-Bike,1.65,9.45,10.46,12.73,87.2,77.6,3,20.0,24.6,18-25,0.854,Mechanical_Fault
10018,E-Bike,2.58,10.53,12.6,20.18,57.1,55.9,1,15.3,34.2,46-60,0.717,Normal
10019,E-Scooter,2.76,13.22,12.15,15.14,34.2,23.4,0,3.7,9.6,18-25,0.592,Normal
10020,E-Scooter,2.34,8.6,14.69,21.42,59.7,60.8,1,0.3,23.0,18-25,0.717,Normal
10021,E-Bike,1.22,7.04,16.13,19.85,98.9,98.9,1,13.1,24.9,36-45,0.811,Normal
10022,E-Scooter,8.38,24.33,18.1,21.77,37.7,3.1,2,25.1,31.3,26-35,0.576,Battery_Critical
10023,E-Bike,5.24,49.69,6.03,11.81,77.0,63.9,0,3.9,34.2,36-45,0.499,Mechanical_Fault
10024,E-Scooter,3.77,4.61,23.43,32.13,66.5,58.6,3,13.7,24.8,36-45,0.647,Normal
10025,E-Scooter,0.69,6.43,15.07,20.81,93.3,97.5,2,44.7,26.5,26-35,0.628,Normal
10026,E-Bike,1.86,10.93,13.18,20.36,34.9,34.5,0,21.3,22.4,26-35,0.946,Normal
10027,E-Bike,1.37,6.55,19.42,21.82,54.8,55.3,0,21.7,31.7,36-45,0.758,Normal
10028,E-Scooter,5.48,11.55,25.06,29.82,86.0,69.5,5,5.6,42.0,36-45,0.589,Hard_Braking
10029,E-Scooter,1.41,6.27,13.97,21.03,23.9,19.3,0,51.7,18.4,26-35,0.885,Normal
10030,E-Bike,7.04,42.49,10.81,19.19,48.1,21.3,2,8.3,32.2,26-35,0.859,Mechanical_Fault
10031,E-Scooter,2.82,3.91,23.33,24.36,90.3,89.2,1,1.4,32.2,18-25,0.311,Improper_Parking
10032,E-Bike,2.8,9.34,17.9,22.35,63.3,59.7,2,47.1,28.4,60+,0.782,Normal
10033,E-Scooter,7.9,35.49,15.02,19.01,43.5,23.8,2,11.9,41.6,26-35,0.974,Normal
10034,E-Scooter,5.46,15.4,16.23,19.64,61.6,36.1,4,4.7,33.7,26-35,0.834,Hard_Braking
10035,E-Scooter,7.7,29.77,16.81,20.29,49.6,27.0,0,5.7,32.0,26-35,0.552,Normal
10036,E-Bike,7.24,41.7,10.53,13.59,83.9,63.9,3,14.7,32.1,26-35,0.832,Hard_Braking
10037,E-Scooter,6.96,27.95,16.52,23.02,89.6,73.2,0,82.5,29.4,26-35,0.943,Mechanical_Fault
10038,E-Scooter,2.73,9.53,19.89,31.3,59.3,45.9,1,10.7,33.9,26-35,0.915,Normal
10039,E-Scooter,2.0,2.0,18.52,24.5,43.6,34.8,5,6.0,31.8,26-35,0.472,Hard_Braking
10040,E-Bike,0.3,2.0,11.91,17.85,50.4,51.7,2,11.2,21.4,36-45,0.806,Normal
10041,E-Bike,2.69,15.05,11.08,17.92,81.9,68.7,6,30.3,30.9,18-25,0.831,Hard_Braking
10042,E-Scooter,1.09,5.75,17.87,19.0,31.6,27.4,1,8.8,18.7,26-35,0.743,Normal
10043,E-Bike,1.17,2.0,15.0,22.74,44.9,43.8,3,11.5,32.1,18-25,0.511,Hard_Braking
10044,E-Bike,1.51,8.23,14.58,15.7,88.5,84.2,0,24.2,17.9,18-25,0.519,Normal
10045,E-Scooter,4.12,21.19,12.33,17.11,48.0,31.3,0,15.2,23.1,36-45,0.905,Normal
10046,E-Scooter,5.35,31.94,16.0,24.25,66.2,45.3,0,33.1,25.7,46-60,0.791,Normal
10047,E-Scooter,5.89,24.27,14.08,14.29,89.9,70.1,3,3.6,34.9,36-45,0.735,Hard_Braking
10048,E-Scooter,1.13,5.37,20.73,24.47,28.2,25.7,1,10.5,22.2,26-35,0.794,Normal
10049,E-Scooter,2.65,10.7,22.35,25.4,90.8,82.0,1,18.3,22.1,26-35,0.76,Normal
10050,E-Scooter,2.66,3.88,20.69,22.3,50.7,45.7,2,13.0,18.8,36-45,0.927,Hard_Braking
10051,E-Scooter,5.42,19.84,17.11,20.66,34.6,21.7,4,4.5,16.1,26-35,0.612,Hard_Braking
10052,E-Scooter,0.51,2.0,19.34,23.52,97.5,90.4,2,5.2,20.3,18-25,0.703,Normal
10053,E-Scooter,0.62,2.0,18.9,24.62,39.6,38.4,0,4.4,16.1,26-35,0.695,Normal
