trip_id,vehicle_type,distance_km,duration_min,avg_speed_kmph,terrain_elevation_gain_m,temperature_c,humidity_percent,battery_start_percent,rider_weight_kg,traffic_congestion_index,time_of_day,weather_condition,num_stops,energy_consumed_wh
9601,E-Bike,5.51,38.13,11.66,11.5,20.5,53.8,46.9,101.3,9.17,Afternoon,Cloudy,2,141.09
9602,E-Bike,4.91,21.6,15.46,22.4,30.1,60.3,79.5,45.8,2.61,Night,Rain,3,162.4
9603,E-Scooter,8.11,39.38,14.46,22.5,32.0,44.8,41.3,88.1,3.49,Afternoon,Clear,0,221.51
9604,E-Scooter,4.96,21.53,20.58,72.2,29.2,50.3,49.1,68.7,6.63,Night,Clear,2,208.11
9605,E-Bike,0.3,9.69,15.27,35.6,22.1,70.9,53.5,79.8,7.96,Morning,Clear,0,104.48
9606,E-Scooter,6.33,27.66,16.41,15.9,19.2,73.9,81.2,73.3,3.19,Morning,Clear,1,156.56
9607,E-Scooter,5.08,30.93,15.6,5.6,9.9,47.0,70.4,83.1,8.6,Morning,Clear,2,189.61
9608,E-Scooter,5.09,26.73,13.55,2.0,26.7,66.5,26.7,70.9,1.42,Evening,Rain,2,127.86
9609,E-Bike,5.23,33.77,13.02,6.8,27.9,65.5,31.6,56.7,8.08,Afternoon,Clear,0,125.49
9610,E-Scooter,3.85,15.05,23.1,17.9,29.2,68.9,99.3,66.3,5.31,Afternoon,Clear,3,128.72
9611,E-Scooter,2.82,15.49,13.14,1.4,20.0,63.8,66.8,76.0,1.15,Evening,Clear,0,61.1
9612,E-Scooter,4.41,19.72,19.17,0.3,27.8,57.0,92.6,83.5,4.39,Evening,Clear,1,99.78
9613,E-Bike,4.25,34.87,8.92,8.3,11.3,53.5,84.7,72.3,6.33,Afternoon,Cloudy,0,91.52
9614,E-Bike,3.69,26.08,17.04,16.1,29.9,38.7,24.4,63.9,9.08,Afternoon,Clear,1,151.86
9615,E-Scooter,3.68,28.23,11.33,16.2,26.0,38.2,66.2,61.6,4.97,Morning,Rain,3,138.38
9616,E-Bike,5.83,29.55,15.6,19.1,27.8,44.9,57.6,89.1,6.37,Evening,,1,144.15
9617,E-Scooter,0.94,9.92,15.79,10.2,5.9,38.4,69.2,62.2,3.42,Afternoon,Cloudy,2,93.84
9618,E-Scooter,1.97,4.71,17.89,10.9,20.0,29.6,45.5,62.8,0.22,Evening,Clear,4,61.6
9619,E-Scooter,9.64,31.44,24.45,9.2,15.5,58.1,23.8,66.3,9.86,Evening,Cloudy,0,245.37
9620,E-Scooter,3.79,23.84,13.87,4.2,31.8,45.7,76.8,60.5,6.13,Evening,Clear,1,116.91
9621,E-Bike,3.75,15.45,14.79,15.5,22.9,44.8,57.5,57.3,0.26,Night,Cloudy,1,103.52
9622,E-Scooter,1.45,14.97,16.27,16.1,33.3,77.3,61.5,71.6,8.16,Evening,Clear,2,118.67
9623,E-Scooter,5.79,20.27,16.16,11.3,22.8,40.7,80.3,62.6,1.29,Night,Clear,4,156.07
9624,E-Scooter,5.09,19.37,19.14,8.6,20.7,64.6,68.2,76.9,2.94,Afternoon,Clear,2,141.66
9625,E-Scooter,5.18,21.08,19.73,42.8,17.2,62.9,20.2,68.0,4.74,Evening,Clear,0,150.98
9626,E-Scooter,2.96,11.25,21.14,55.2,30.8,65.0,35.6,89.9,2.92,Morning,Clear,5,194.48
9627,E-Bike,6.97,23.37,19.93,,16.2,42.9,21.5,72.9,2.33,Evening,Cloudy,2,162.13
9628,E-Scooter,1.29,6.17,19.11,33.3,18.1,85.5,24.6,72.7,3.43,Evening,Clear,2,110.22
9629,E-Scooter,12.13,36.47,20.47,57.9,38.2,68.1,83.3,56.8,2.35,Afternoon,Clear,0,305.94
9630,E-Scooter,3.39,19.71,18.19,15.2,20.6,70.8,97.4,78.0,7.35,Morning,Cloudy,3,120.41
9631,E-Scooter,2.2,18.31,19.61,10.5,32.9,81.1,23.9,53.4,9.76,Afternoon,Clear,2,120.02
9632,E-Scooter,2.32,18.73,10.29,57.1,25.6,57.2,29.3,73.9,6.3,Evening,Clear,4,155.83
9633,E-Scooter,3.61,21.14,23.56,30.8,11.8,20.0,95.9,77.2,8.89,Night,Clear,2,183.41
9634,E-Scooter,1.6,9.15,12.37,67.5,17.2,82.5,79.1,63.1,3.58,Afternoon,Clear,0,118.13
9635,E-Scooter,6.36,28.86,18.99,35.1,33.9,56.8,51.4,61.2,6.96,Afternoon,Windy,1,229.73
9636,E-Scooter,4.45,13.85,23.42,12.7,13.0,55.3,97.6,70.9,3.25,Night,Clear,1,152.94
9637,E-Bike,2.28,16.24,15.84,28.2,28.6,52.1,55.5,78.8,6.44,Afternoon,Rain,4,157.24
9638,E-Scooter,1.42,10.74,14.99,17.3,27.0,43.7,59.9,72.4,6.56,Evening,Cloudy,0,92.05
9639,E-Scooter,1.01,12.13,25.4,32.8,36.2,49.2,39.8,83.2,9.32,Night,Windy,2,141.08
9640,E-Scooter,6.0,24.78,17.96,2.0,35.4,72.1,82.0,69.3,4.67,Morning,Rain,2,171.95
9641,E-Bike,9.28,32.76,20.16,7.2,15.9,55.4,47.4,80.0,4.11,Evening,Cloudy,4,188.96
9642,E-Scooter,1.31,13.85,13.88,33.8,25.8,77.7,41.1,58.3,6.34,Morning,Cloudy,3,95.54
9643,E-Bike,4.95,38.79,11.83,1.3,15.8,81.9,94.8,81.1,8.16,Morning,Clear,3,129.32
9644,E-Bike,6.55,43.65,10.16,65.9,21.4,71.4,60.1,43.6,6.32,Evening,Cloudy,1,199.63
9645,E-Bike,7.84,30.04,17.04,5.6,17.0,67.0,95.0,82.6,3.05,Morning,Clear,6,160.32
9646,E-Bike,3.5,17.91,17.81,0.8,30.1,67.1,33.4,69.4,4.41,Morning,Rain,2,133.51
9647,E-Scooter,2.7,15.13,18.07,76.5,23.7,52.3,40.1,84.8,7.35,Morning,Clear,1,183.02
9648,E-Bike,1.03,10.0,13.47,38.7,22.8,76.1,52.3,58.2,4.34,Morning,Clear,1,78.56
9649,E-Scooter,2.7,20.58,17.55,33.8,14.9,67.2,65.4,66.4,9.38,Afternoon,Clear,3,142.38
9650,E-Scooter,3.85,14.53,26.07,63.0,27.6,89.0,43.6,74.2,5.4,Night,Windy,3,184.44
9651,E-Bike,3.71,23.2,13.18,4.5,23.4,66.2,37.8,69.5,6.93,Night,Windy,1,100.39
9652,E-Scooter,2.82,8.2,21.0,13.5,12.6,55.7,24.5,53.3,1.36,Morning,Cloudy,2,105.08
9653,E-Scooter,5.81,32.1,17.01,10.8,28.0,69.2,92.0,60.3,8.61,Afternoon,Cloudy,1,175.09
9654,E-Bike,5.27,26.74,17.94,22.3,31.6,38.4,70.8,61.7,8.62,Morning,Clear,3,162.86
9655,E-Bike,2.84,22.18,16.81,3.7,25.2,37.8,91.3,70.0,9.51,Morning,,3,118.08
9656,E-Scooter,2.53,15.76,13.23,3.8,21.2,52.9,38.6,66.1,2.53,Afternoon,Clear,1,95.13
9657,E-Bike,8.76,40.67,18.61,25.7,15.7,59.4,52.7,62.8,9.17,Morning,Clear,1,172.75
9658,E-Scooter,5.58,16.6,17.99,54.5,13.2,43.8,39.8,70.8,0.99,Night,Windy,3,201.78
9659,E-Bike,3.36,14.86,15.24,90.0,21.3,28.9,24.0,61.6,0.96,Morning,Clear,3,148.45
9660,E-Bike,4.41,23.37,16.77,44.4,17.4,55.1,51.9,49.0,5.58,Evening,Rain,0,138.63
9661,E-Bike,1.0,11.58,16.14,57.0,27.4,40.1,96.1,73.9,7.88,Evening,Clear,1,159.6
9662,E-Scooter,1.49,16.9,11.03,26.8,9.9,59.3,95.6,80.0,7.89,Evening,Clear,1,117.92
9663,E-Scooter,7.35,31.68,16.46,1.6,20.9,61.8,71.0,79.1,6.7,Afternoon,Clear,1,172.31
9664,E-Scooter,1.1,4.99,15.75,1.6,30.5,57.7,83.0,59.7,1.77,Night,Cloudy,2,70.04
9665,E-Bike,1.7,16.79,11.93,31.5,13.7,73.6,68.9,78.4,6.4,Morning,Clear,4,112.45
9666,E-Scooter,9.76,57.05,12.18,94.1,14.5,65.7,54.5,54.8,8.36,Evening,Cloudy,0,324.24
9667,E-Bike,3.63,15.44,13.48,2.6,28.6,39.0,64.6,80.2,2.12,Afternoon,Cloudy,2,97.31
9668,E-Bike,11.27,52.61,14.9,40.2,10.1,58.2,40.9,58.0,4.5,Morning,Cloudy,4,247.69
9669,E-Scooter,5.65,21.4,18.08,4.8,31.8,20.0,47.9,74.4,4.56,Afternoon,Clear,1,158.19
9670,E-Bike,4.24,31.61,11.65,13.4,33.3,86.0,49.8,77.6,5.88,Evening,Rain,1,146.31
9671,E-Bike,13.54,69.63,13.39,54.6,32.4,20.0,89.7,85.7,8.58,Night,Clear,3,303.66
9672,E-Scooter,5.05,30.29,11.7,47.6,26.0,85.3,84.2,60.5,4.15,Night,Cloudy,5,162.93
9673,E-Scooter,3.49,18.09,16.02,11.9,33.8,66.8,85.1,63.5,6.16,Afternoon,Cloudy,2,143.94
9674,E-Bike,1.33,11.82,13.61,63.1,11.9,75.0,73.9,62.1,6.82,Evening,Clear,4,154.82
9675,E-Scooter,4.08,17.97,12.66,0.5,33.3,52.5,37.8,59.9,1.66,Afternoon,Clear,3,127.46
9676,E-Scooter,4.36,16.5,16.02,55.4,26.1,60.3,32.7,88.0,3.3,Morning,Clear,2,193.69
9677,E-Scooter,2.79,9.7,19.28,6.5,22.8,50.7,71.7,61.2,1.64,Afternoon,Cloudy,1,76.0
9678,E-Scooter,3.16,18.84,16.73,14.6,27.5,74.3,50.8,76.7,4.06,Evening,Clear,1,95.58
9679,E-Scooter,3.02,16.21,27.64,28.3,30.0,55.7,97.0,77.9,6.65,Evening,Clear,3,173.59
9680,E-Bike,2.61,12.38,10.3,27.4,32.4,37.3,24.7,86.9,1.12,Evening,Cloudy,1,100.18
9681,E-Bike,2.28,18.36,14.16,24.8,29.7,44.7,65.3,64.1,6.0,Night,Windy,1,124.51
9682,E-Bike,3.79,29.63,10.05,1.8,22.9,63.0,26.8,71.7,3.97,Morning,Rain,3,127.87
9683,E-Scooter,1.92,20.11,23.27,24.9,29.7,61.5,38.2,53.5,9.81,Night,Clear,2,135.86
9684,E-Scooter,8.2,40.84,14.6,6.9,11.4,60.5,20.3,71.6,7.72,Morning,Clear,3,218.28
9685,E-Scooter,0.69,9.08,13.37,8.3,26.0,45.7,79.0,65.5,2.59,Afternoon,Clear,1,59.87
9686,E-Scooter,5.71,29.89,21.95,1.1,17.3,43.1,25.3,67.3,9.39,Evening,Windy,3,174.4
9687,E-Bike,4.83,32.73,10.81,13.0,22.8,40.5,61.4,65.4,7.12,Afternoon,Cloudy,2,111.88
9688,E-Bike,2.24,20.26,14.52,13.3,12.8,77.0,55.6,94.7,8.15,Morning,Clear,3,102.43
9689,E-Scooter,4.96,18.12,18.19,29.1,23.6,27.6,56.4,80.1,1.6,Afternoon,Cloudy,1,164.76
9690,E-Scooter,0.94,9.03,18.2,3.8,25.5,35.0,70.9,75.4,4.87,Morning,Rain,3,96.24
9691,E-Bike,0.32,9.56,13.17,8.5,16.9,53.3,85.6,60.6,5.05,Evening,Clear,5,68.87
9692,E-Scooter,3.09,21.69,16.82,55.8,23.8,55.2,24.4,48.4,6.61,Evening,Clear,4,176.93
9693,E-Scooter,0.38,12.23,11.52,55.1,17.9,52.8,94.1,64.6,5.27,Night,Clear,4,107.07
9694,E-Scooter,2.61,18.69,12.69,42.5,40.7,60.1,93.2,73.7,4.66,Evening,Clear,0,129.23
9695,E-Bike,5.18,29.1,11.18,37.6,24.0,53.1,49.4,44.8,2.97,Morning,Cloudy,2,154.36
9696,E-Scooter,10.99,47.12,17.0,3.7,20.5,53.1,75.3,76.8,7.79,Afternoon,Cloudy,1,250.67
9697,E-Bike,3.08,13.8,14.6,13.0,35.0,82.0,43.3,70.3,0.52,Morning,Cloudy,5,107.27
9698,E-Scooter,2.36,18.16,17.81,12.6,23.4,59.3,88.4,54.8,9.59,Afternoon,Clear,0,111.0
9699,E-Scooter,2.01,14.81,14.24,4.8,16.8,45.7,20.6,83.4,3.89,Evening,Rain,3,126.5
9700,E-Bike,52.16,20.34,17.77,32.8,24.7,42.3,92.8,66.9,6.82,Evening,Clear,1,742.8366885391093
9701,E-Scooter,4.56,17.39,21.77,27.9,36.9,60.6,20.3,65.0,5.93,Afternoon,Clear,0,157.06
9702,E-Scooter,2.84,21.53,18.27,14.5,27.3,54.4,89.0,61.9,9.97,Evening,Clear,1,151.81
9703,E-Bike,1.61,17.57,11.78,5.1,31.6,73.1,42.7,74.0,9.25,Night,Rain,1,79.68
9704,E-Scooter,4.12,30.22,15.09,85.0,29.1,37.5,48.8,56.8,9.67,Afternoon,Rain,0,209.62
9705,E-Scooter,3.14,15.08,15.57,13.7,16.6,69.7,81.7,40.0,2.2,Night,Clear,1,105.41
9706,E-Scooter,9.66,48.88,13.49,23.4,36.0,44.5,70.0,55.6,6.55,Evening,Rain,2,234.34
9707,E-Scooter,4.59,10.7,26.94,13.9,32.2,47.0,97.9,69.1,1.27,Night,Rain,2,172.97
9708,E-Bike,6.59,50.74,9.93,4.3,23.8,90.2,56.2,75.0,5.52,Morning,Rain,1,116.65
9709,E-Bike,0.81,9.8,13.51,6.2,28.7,44.2,91.1,53.2,2.86,Afternoon,Rain,3,69.76
9710,E-Scooter,3.66,25.38,17.74,9.2,26.9,62.4,77.2,79.5,7.39,Afternoon,Rain,0,144.36
9711,E-Scooter,3.06,18.62,16.71,14.6,29.0,68.3,78.4,94.8,5.77,Evening,Clear,5,139.83
9712,E-Scooter,2.24,15.84,22.31,5.0,42.0,69.0,89.8,80.0,7.42,Morning,Windy,0,144.02
9713,E-Scooter,1.25,2.0,21.03,0.6,24.3,59.6,42.6,43.1,1.74,Evening,Rain,1,89.42
9714,E-Bike,1.09,11.86,10.86,14.9,29.0,50.8,69.0,76.1,2.21,Morning,Clear,3,91.97
9715,E-Scooter,3.42,19.38,18.84,36.8,38.2,85.2,28.0,72.5,6.99,Evening,Rain,1,195.7
9716,E-Scooter,3.46,16.57,13.59,11.4,28.5,55.6,85.1,57.0,0.03,Night,Rain,3,104.99
9717,E-Scooter,2.99,27.91,10.97,60.4,21.3,52.9,20.2,71.9,9.81,Evening,Clear,0,172.19
9718,E-Bike,9.47,35.7,17.06,14.6,23.0,56.9,98.9,72.9,0.71,Night,Windy,4,144.33
9719,E-Bike,2.81,15.68,12.88,8.8,26.3,48.7,32.8,64.8,4.8,Afternoon,Clear,2,100.43
9720,E-Scooter,5.91,21.01,18.27,3.8,21.1,64.2,41.7,55.5,0.87,Evening,Clear,3,152.05
9721,E-Scooter,7.43,29.74,20.62,74.5,32.4,72.8,22.9,83.0,7.3,Morning,Windy,8,307.68
9722,E-Bike,2.0,8.79,12.37,29.5,32.9,68.3,79.1,75.2,0.73,Afternoon,Windy,5,132.42
9723,E-Scooter,3.09,17.66,21.36,19.7,15.8,77.3,45.5,61.7,5.04,Evening,Clear,1,94.25
9724,E-Scooter,3.56,12.22,14.15,16.9,30.8,42.2,67.8,62.1,2.17,Evening,Cloudy,2,116.5
9725,E-Scooter,3.54,16.93,14.62,29.5,10.9,33.2,78.0,85.5,1.12,Morning,Rain,1,134.47
9726,E-Bike,0.68,13.39,9.16,8.6,16.2,62.5,84.4,61.1,6.79,Afternoon,Clear,0,98.69
9727,E-Bike,5.21,22.31,20.38,3.6,26.3,64.0,26.9,52.4,5.03,Afternoon,Clear,4,138.07
9728,E-Scooter,4.32,21.78,13.33,4.4,24.9,67.7,35.2,78.9,3.33,Afternoon,Clear,3,131.44
9729,E-Bike,0.47,16.02,14.84,2.8,22.4,42.3,89.8,84.2,9.7,Night,Cloudy,1,57.71
9730,E-Scooter,3.54,12.11,20.66,76.9,24.8,52.3,35.3,69.2,0.55,Afternoon,Windy,1,193.66
9731,E-Scooter,1.2,10.73,19.67,30.6,29.1,44.9,39.1,68.1,5.68,Morning,Clear,0,97.91
9732,E-Scooter,4.92,23.35,18.55,15.5,22.5,39.0,90.3,85.8,2.42,Afternoon,Windy,2,127.62
9733,E-Scooter,1.66,14.98,22.66,14.8,13.6,62.4,64.4,79.1,7.41,Morning,Cloudy,4,118.92
9734,E-Scooter,7.81,43.04,12.31,72.6,16.8,61.9,62.4,79.4,5.04,Afternoon,Rain,4,267.63
9735,E-Bike,7.75,51.53,13.08,62.7,21.2,55.0,48.7,81.7,9.49,Evening,Rain,1,250.11
9736,E-Scooter,1.54,6.51,20.54,13.0,13.8,87.2,92.7,73.9,3.36,Night,Rain,3,116.09
9737,E-Scooter,2.95,10.47,20.4,8.2,20.9,53.5,50.0,68.2,1.13,Morning,Clear,0,87.98
9738,E-Scooter,2.29,18.47,15.28,20.6,29.8,39.5,46.5,85.8,4.78,Afternoon,Clear,5,136.08
9739,E-Scooter,4.42,18.3,18.05,1.6,27.7,51.3,83.1,60.6,2.32,Morning,Clear,2,96.46
9740,E-Scooter,4.96,17.62,20.75,30.5,22.4,43.0,89.8,61.3,2.15,Evening,Clear,1,155.72
9741,E-Scooter,5.33,23.24,18.17,22.7,23.0,46.2,66.4,66.2,6.99,Evening,Clear,3,180.73
9742,E-Scooter,5.04,23.86,20.64,10.7,6.0,66.8,53.7,40.0,7.14,Afternoon,Windy,1,165.68
9743,E-Scooter,1.01,16.5,18.39,15.1,35.8,91.2,60.5,48.3,9.51,Evening,Clear,3,118.46
9744,E-Scooter,3.47,16.42,17.89,53.6,24.9,80.4,40.1,66.1,5.42,Morning,Clear,3,137.82
9745,E-Bike,3.61,19.49,14.64,11.6,17.2,51.8,60.4,59.1,4.49,Afternoon,Clear,2,55.18
9746,E-Bike,2.99,12.56,17.71,10.0,30.7,53.9,55.6,80.1,0.9,Morning,Cloudy,2,111.69
9747,E-Scooter,1.65,16.48,16.94,31.7,18.0,53.1,62.8,77.3,9.15,Evening,Rain,3,162.4
9748,E-Scooter,5.4,20.58,17.71,27.9,27.4,55.2,94.8,71.9,5.13,Afternoon,Clear,1,147.39
9749,E-Scooter,3.94,21.92,14.45,2.6,22.7,76.6,42.4,65.3,2.92,Afternoon,Rain,0,123.87
9750,E-Scooter,3.82,32.38,9.95,14.9,16.3,56.1,32.5,65.3,4.79,Evening,Clear,1,141.85
9751,E-Scooter,1.93,14.2,12.58,17.3,24.5,82.1,45.4,68.3,3.21,Morning,Clear,0,67.14
9752,E-Scooter,0.64,11.52,21.86,22.2,42.0,72.7,96.8,60.3,6.57,Morning,Clear,0,124.24
9753,E-Scooter,4.69,25.2,21.38,0.6,18.2,69.0,86.9,74.2,8.23,Morning,Clear,0,151.2
9754,E-Bike,11.18,44.48,16.89,3.3,12.7,47.7,55.3,74.5,2.37,Morning,Clear,1,197.33
9755,E-Bike,6.46,40.44,12.6,22.2,25.7,57.0,26.3,66.5,9.81,Afternoon,Clear,4,141.16
9756,E-Scooter,10.72,28.56,23.26,56.8,24.9,51.7,35.3,62.3,4.45,Evening,Cloudy,4,309.52
9757,E-Bike,3.29,8.7,18.52,,22.8,57.2,80.3,66.0,1.27,Afternoon,Cloudy,3,91.16
9758,E-Scooter,4.58,9.54,21.29,54.0,37.2,28.2,48.6,86.9,0.6,Night,Clear,5,189.3
9759,E-Bike,1.83,5.42,17.54,1.8,38.1,64.0,99.1,80.8,1.25,Evening,Cloudy,2,93.78
9760,E-Scooter,6.96,24.55,21.0,6.9,16.2,55.0,26.3,68.7,3.75,Morning,Rain,2,177.42
9761,E-Scooter,1.86,12.77,16.72,45.9,13.5,39.5,71.2,74.7,3.59,Morning,Rain,0,134.32
9762,E-Scooter,1.32,13.65,19.38,20.2,19.8,74.5,40.3,79.6,7.71,Morning,Clear,2,107.61
9763,E-Scooter,0.56,9.01,17.46,0.9,32.7,28.2,41.1,55.8,6.57,Afternoon,Rain,2,91.45
9764,E-Scooter,2.42,11.29,17.51,17.8,26.6,44.7,76.8,69.0,2.12,Evening,Windy,2,116.71
9765,E-Bike,4.61,23.82,18.84,54.4,33.9,64.4,64.8,57.0,7.73,Evening,Rain,4,199.54
9766,E-Bike,1.0,9.3,18.27,4.5,20.4,59.4,56.0,40.0,6.79,Morning,Clear,1,87.4
9767,E-Bike,1.89,18.63,14.71,76.8,18.2,47.1,46.2,78.2,9.17,Morning,Rain,2,166.88
9768,E-Bike,0.96,13.55,17.24,66.2,25.6,41.8,74.4,75.0,7.67,Afternoon,Clear,3,115.92
9769,E-Scooter,6.34,20.84,18.94,26.4,20.4,71.9,90.4,59.0,0.29,Afternoon,Cloudy,1,148.32
9770,E-Scooter,3.68,14.35,24.91,0.2,28.1,53.9,74.1,44.1,8.02,Morning,Windy,1,153.72
9771,E-Scooter,3.72,14.88,18.05,28.6,13.5,54.8,53.6,65.5,1.78,Evening,Clear,1,148.27
9772,E-Scooter,10.45,60.01,10.64,6.9,27.4,43.5,96.2,48.9,0.93,Night,Clear,6,229.56
9773,E-Scooter,4.23,19.56,17.31,29.5,30.6,49.9,79.6,66.8,2.48,Evening,Clear,0,157.57
9774,E-Scooter,5.74,27.93,17.78,7.6,24.9,38.7,31.7,71.0,9.86,Night,Clear,2,199.53
9775,E-Bike,1.82,7.85,16.53,33.1,18.9,32.2,27.5,72.0,0.5,Afternoon,Clear,0,124.41
9776,E-Scooter,4.58,18.85,26.0,70.6,11.4,52.4,37.9,68.0,9.61,Evening,Clear,2,227.64
9777,E-Scooter,1.38,14.36,15.91,17.9,22.6,80.5,24.1,76.4,5.92,Morning,Clear,1,86.1
9778,E-Scooter,4.65,21.81,21.48,17.9,22.6,38.5,99.0,91.4,8.55,Night,Clear,1,163.75
9779,E-Scooter,2.31,11.25,19.93,44.9,31.7,53.1,93.4,74.3,2.2,Night,Rain,2,163.42
9780,E-Scooter,2.8,20.3,12.92,32.8,23.4,47.4,26.3,59.4,7.12,Afternoon,Cloudy,2,120.55
9781,E-Scooter,4.92,27.52,21.89,23.4,23.7,35.0,22.4,78.7,9.74,Night,Clear,3,189.24
9782,E-Scooter,6.61,24.51,19.42,30.9,23.3,54.0,91.4,72.1,4.47,Afternoon,Rain,1,220.53
9783,E-Bike,1.49,17.88,17.34,69.1,27.0,45.1,26.8,95.2,9.02,Evening,Rain,0,190.41
9784,E-Scooter,2.64,13.11,19.42,3.8,10.5,72.9,89.8,46.0,4.52,Evening,Clear,1,83.68
9785,E-Bike,1.16,7.03,15.15,55.0,33.6,51.6,50.2,90.9,2.3,Morning,Cloudy,3,166.12
9786,E-Scooter,3.87,20.19,19.3,1.9,21.8,80.9,91.9,75.6,6.79,Night,Clear,4,148.31
9787,E-Bike,2.65,22.5,11.94,30.8,11.9,68.0,94.9,82.7,9.92,Evening,Clear,1,138.22
9788,E-Scooter,7.98,43.47,13.69,31.6,42.0,42.9,32.3,53.6,6.98,Morning,Rain,1,248.95
9789,E-Bike,1.57,18.21,14.49,9.5,26.4,59.9,86.4,70.8,8.63,Morning,Cloudy,1,113.48
9790,E-Bike,3.3,15.36,13.63,73.4,32.9,44.3,80.2,82.7,2.18,Afternoon,Rain,1,143.66
9791,E-Bike,3.2,20.49,9.99,8.0,7.7,74.9,58.3,82.0,0.75,Evening,Windy,2,122.96
9792,E-Bike,3.16,23.37,12.9,34.7,40.5,25.2,72.7,56.1,7.91,Morning,Cloudy,2,150.48
9793,E-Scooter,2.27,12.74,12.71,16.1,21.2,62.3,39.6,51.2,1.43,Evening,Clear,1,104.24
9794,E-Bike,1.7,13.47,13.6,9.4,20.7,80.8,33.8,68.8,6.59,Night,Clear,2,84.54
9795,E-Scooter,3.3,21.1,14.83,5.4,11.7,45.8,80.6,62.0,5.9,Night,Windy,4,119.0
9796,E-Bike,2.96,12.65,14.46,0.5,11.8,28.7,75.8,93.0,0.82,Morning,Clear,0,67.06
9797,E-Scooter,0.41,6.17,19.78,26.3,8.4,43.2,84.0,101.1,2.01,Morning,Clear,2,109.13
9798,E-Scooter,5.08,29.35,13.49,67.9,22.3,64.0,63.2,79.8,8.2,Afternoon,Windy,2,210.64
9799,E-Scooter,2.13,10.87,14.07,45.1,26.6,72.0,79.5,73.9,2.66,Afternoon,Windy,2,137.93
9800,E-Scooter,3.26,13.98,20.43,15.3,13.0,44.7,75.3,87.5,0.09,Afternoon,Clear,1,140.56
9801,E-Bike,1.7,17.89,12.68,8.6,25.2,53.0,26.9,71.8,9.44,Morning,Cloudy,2,65.44
9802,E-Scooter,1.86,10.4,20.92,16.6,39.7,60.2,36.4,79.3,2.42,Night,Cloudy,2,89.43
9803,E-Bike,1.31,15.61,13.63,75.2,13.2,55.4,43.5,63.3,9.7,Morning,Windy,2,169.3
9804,E-Bike,1.44,12.21,12.43,16.3,25.6,42.1,94.4,85.3,6.53,Morning,Clear,1,82.16
9805,E-Scooter,2.61,10.7,21.89,35.9,13.2,86.3,41.2,62.0,3.11,Evening,Clear,2,146.78
9806,E-Scooter,9.21,32.77,16.98,17.6,23.4,35.7,28.6,74.3,1.33,Evening,Cloudy,3,232.29
9807,E-Bike,6.1,23.85,18.65,17.6,18.9,59.0,73.9,60.1,3.12,Afternoon,Cloudy,2,159.09
9808,E-Scooter,4.21,23.47,14.4,72.5,26.9,69.0,46.8,76.3,5.95,Afternoon,Clear,2,214.3
9809,E-Scooter,10.03,32.06,22.31,34.1,23.7,41.4,79.3,53.5,2.65,Evening,Clear,1,244.99
9810,E-Bike,4.81,20.09,15.67,156.2,19.5,54.2,41.7,81.3,1.76,Evening,Cloudy,3,241.41
9811,E-Bike,1.21,15.1,10.53,16.1,22.9,70.0,49.1,65.1,5.87,Night,Windy,0,72.97
9812,E-Scooter,4.11,16.65,20.02,,22.3,48.2,71.1,71.7,3.36,Afternoon,Clear,1,134.15
9813,E-Scooter,4.49,20.85,21.63,16.1,19.6,38.4,82.7,82.9,8.64,Afternoon,Clear,2,185.71
9814,E-Scooter,2.77,19.35,21.14,2.1,21.9,69.7,54.6,52.2,5.69,Morning,Rain,6,157.87
9815,E-Bike,1.99,12.94,12.11,15.6,30.4,45.4,82.8,52.6,5.12,Afternoon,Clear,6,98.73
9816,E-Scooter,4.64,15.58,17.56,19.5,17.0,20.0,27.5,80.7,0.2,Evening,Rain,0,127.12
9817,E-Bike,3.57,22.05,17.31,14.7,29.6,75.9,37.6,71.4,9.29,Afternoon,Clear,0,133.96
9818,E-Scooter,6.62,38.35,12.78,32.9,19.0,47.1,22.8,82.7,5.91,Evening,Clear,1,207.48
9819,E-Scooter,3.55,19.19,25.78,1.3,22.1,54.6,52.9,67.7,8.02,Morning,Cloudy,3,126.64
9820,E-Scooter,1.05,14.02,16.61,92.7,33.1,76.0,62.7,85.7,8.9,Evening,Clear,1,185.96
9821,E-Bike,10.86,90.0,7.11,16.9,20.0,53.1,71.3,55.9,6.31,Afternoon,Windy,0,175.43
9822,E-Bike,9.53,55.77,11.92,23.2,26.3,24.2,38.1,57.5,6.07,Afternoon,Clear,1,171.3
9823,E-Scooter,2.71,10.55,18.8,4.4,22.4,69.2,99.0,63.4,1.24,Night,Clear,2,80.24
9824,E-Scooter,2.29,6.36,21.22,9.4,24.6,45.5,48.8,80.9,0.74,Evening,Clear,3,122.36
9825,E-Scooter,4.25,27.73,17.46,29.8,19.7,46.6,65.2,76.9,7.45,Evening,Cloudy,1,155.73
9826,E-Scooter,0.9,6.28,14.91,44.1,9.4,48.8,93.6,72.3,5.33,Night,Cloudy,5,111.64
9827,E-Scooter,7.74,34.41,18.04,10.7,25.5,46.1,89.1,80.6,8.1,Afternoon,Cloudy,3,179.7
9828,E-Scooter,3.43,20.73,19.32,23.0,27.8,52.6,85.8,83.8,5.24,Afternoon,Clear,3,145.1
9829,E-Scooter,2.07,12.27,19.45,10.7,27.6,59.8,88.8,65.1,3.63,Morning,Rain,2,135.45
